CMTE_ID,CMTE_NM,CMTE_TP,CMTE_CITY,CMTE_ST,CMTE_ZIP,CMTE_DSGN,CMTE_PTY_AFFILIATION,ORG_TP,CONNECTED_ORG_NM,CAND_ID
C00512228,SCOLLO FOR CONGRESS,H,MILFORD,PA,183377123,P,DEM,,,H2PA10090
C00511550,CHRIS REILLY 2012,H,YORK,PA,17405,P,REP,,,H0PA19095
C00510917,FRIENDS OF DR JANIS C  BROOKS,H,NORTH VERSAILLES,PA,15137,P,DEM,,,H2PA14092
C00510883,PERKINSON FOR CONGRESS 2012,H,DALLASTOWN,PA,173130102,P,DEM,,,H2PA04143
C00510743,NATE FOR CONGRESS,H,JENKINTOWN,PA,19046,P,DEM,,,H2PA13128
C00510446,STRADER FOR CONGRESS,H,LANDISVILLE,PA,175380113,P,DEM,,,H2PA16063
C00338616,REFORM PARTY OF PENNSYLVANIA,X,EAST STROUDSBURG,PA,18302,U,REF,,,
C00510164,PATRIOTS FOR PERRY,H,RED LION,PA,17356,P,REP,,,H2PA04135
C00509968,CARTWRIGHT FOR CONGRESS,H,PLAINS,PA,18705,P,DEM,,,H2PA17079
C00509869,MISSA EATON FOR CONGRESS,H,SHARON,PA,16146,P,DEM,,,H2PA03111
C00509653,GENE STILP FOR CONGRESS,H,HARRISBURG,PA,17112,P,DEM,,,H6PA17120
C00509406,BOOCKVAR FOR CONGRESS,H,DOYLESTOWN,PA,18901,P,DEM,,RED TO BLUE MAJORITY FUND,H2PA08102
C00507145,ROHRER FOR SENATE,S,ELVERSON,PA,19520,P,REP,,,S2PA00265
C00507004,JACKSON EATON FOR CONGRESS,H,ALLENTOWN,PA,18104,P,DEM,,,H2PA15107
C00506758,MANSFIELD FOR CONGRESS,H,PHILADELPHIA,PA,19121,P,REP,,NONE,H2PA02139
C00506584,JOE ROONEY FOR CONGRESS,H,GLENSIDE,PA,19038,P,REP,,,H2PA13110
C00343376,PEOPLE FOR PLATTS COMMITTEE,H,YORK,PA,17406,P,REP,,NONE,H0PA19053
C00506162,DAUGHERTY FOR CONGRESS ,H,SCHNECKSVILLE,PA,18078,P,DEM,,,H2PA15099
C00504423,COMMITTEE TO ELECT TED WAGA III,H,MECHANICSBURG,PA,17055,P,REP,,,H2PA19117
C00503938,FRIENDS OF TIM BURNS,S,EIGHTY FOUR,PA,15330,P,REP,,,S2PA00240
C00346668,BROWN FOR CONGRESS COMMITTEE,H,FLOURTOWN,PA,19031,A,REP,,,H8PA13075
C00503102,EVAN FEINBERG FOR CONGRESS,H,PITTSBURGH,PA,15241,P,REP,,,H2PA18176
C00501189,TOM SMITH FOR SENATE INC,S,SHELOCTA,PA,15774,P,REP,,,S2PA00224
C00500116,DAVID CHRISTIAN FOR U S SENATE,S,WASHINGTON CROSSIN,PA,18977,P,REP,,,S2PA00216
C00499426,VINSKO FOR CONGRESS,H,WILKES-BARRE,PA,18701,P,DEM,,,H2PA11106
C00499194,COMMITTEE TO ELECT LEAH LAX,P,HIGHSPIRE,PA,17034,P,DEM,,,P20003042
C00498774,JOHN VERNON FOR US SENATE,S,MANSFIELD,PA,16933,P,REP,,,S2PA00208
C00497644,JIMMIE MOORE FOR CONGRESS,H,PHILADELPHIA,PA,19101,P,DEM,,,H2PA01073
C00497115,ROTHFUS FOR CONGRESS,H,SEWICKLEY,PA,15143,P,REP,,DOWN WITH DEBT,H0PA04220
C00496034,RICK SANTORUM FOR PRESIDENT INC.,P,VERONA,PA,15147,P,REP,,,P20002721
C00494922,MIKE KOFFENBERGER FOR CONGRESS,H,STEWARTSTOWN,PA,17363,P,LIB,,,H2PA19109
C00493866,ERIC MALONEY FOR CONGRESS,H,RED LION,PA,17356,P,REP,,,H2PA19091
C00491431,SCARINGI FOR SENATE 2012,S,CAMP HILL,PA,17011,P,REP,,,S0PA00491
C00364935,BILL SHUSTER FOR CONGRESS,H,HOLLIDAYSBURGH,PA,16648,P,REP,,BILL SHUSTER VICTORY COMMITTEE,H2PA09035
C00481663,SELLERS FOR CONGRESS,H,GLENMOORE,PA,19343,P,REP,,,H0PA06134
C00481168,COMMITTEE TO ELECT MEL M MARIN,H,HERMITAGE,PA,16148,P,DEM,,,H0PA03305
C00372102,JIM GERLACH FOR CONGRESS COMMITTEE,H,UWCHLAND,PA,194800087,P,REP,,NONE,H2PA06114
C00372201,TIM MURPHY FOR CONGRESS,H,PTTSBURGH,PA,15234,P,REP,,,H2PA18143
C00479642,FRIENDS OF SHEILA DOWFORD,H,HARRISBURG,PA,171041444,P,DEM,,,H0PA17081
C00478255,MEL PACKER FOR SENATE,S,PITTSBURGH,PA,152082826,P,GRN,,,S0PA00483
C00477786,CERNIC FOR CONGRESS COMMITTEE,H,EBENSBURG,PA,15931,P,DEM,,,H0PA12157
C00477646,FRIENDS OF DAVID MADEIRA,H,SCRANTON,PA,18504,P,REP,,,H0PA10094
C00376004,LOU BARLETTA FOR CONGRESS,H,HAZLETON,PA,18201,A,REP,,,H2PA11098
C00477182,FRIENDS OF JIM SCHNELLER FOR CONGRESS COMMITTEE,H,SAINT DAVIDS,PA,19087,P,UNK,,,H0PA07116
C00476994,LYCOMING COUNTY DEMOCRATIC COMMITTEE PAC,X,WILLIAMSPORT,PA,17701,U,DEM,,,
C00476861,MARK CRITZ FOR CONGRESS COMMITTEE,H,JOHNSTOWN,PA,15901,P,DEM,,CRITZ VICTORY FUND 2012,H0PA12132
C00476341,PIPE FOR CONGRESS,H,STATE COLLEGE,PA,16805,P,DEM,,,H0PA05060
C00475798,SOLIERI FOR CONGRESS,H,LAKE ARIEL,PA,18436,P,REP,,,H0PA10086
C00475723,REESE FOR CONGRESS,H,ERIE,PA,16505,P,REP,,,H0PA03289
C00475145,MARINO FOR CONGRESS,H,WILLIAMSPORT,PA,17703,P,REP,,PA + 5 COMMITTEE,H0PA10078
C00475103,FITZPATRICK FOR CONGRESS,H,LANGHORNE,PA,190470185,P,REP,,,H4PA08074
C00474189,MIKE KELLY FOR CONGRESS,H,LYNDORA,PA,16045,P,REP,,TEAM 2012,H0PA03271
C00474049,CARLINEO FOR CONGRESS,H,FURLONG,PA,18925,P,REP,,NONE,H0PA08155
C00473447,HALUSZCAK FOR CONGRESS,H,CORAOPOLIS,PA,151080374,P,REP,,,H0PA14104
C00473405,J E WENDELL KENNEDY BANKS FOR US SENATE COMMITTEE,S,YORK,PA,174031815,P,REP,,,S0PA00467
C00472860,SMELTZER FOR CONGRESS COMMITTEE,H,YORK,PA,17402,P,REP,,,H0PA19145
C00472779,GORDON FOR CONGRESS,H,BALA CYNWYD,PA,19004,P,DEM,,NONE,H0PA06118
C00472696,MALIK FOR CONGRESS,H,DOYLESTOWN,PA,18901,P,REP,,,H0PA08122
C00472662,FRIENDS OF JAMES JONES,H,LANGHORNE,PA,19047,P,REP,,,H0PA08148
C00472654,CITIZENS FOR SCHOTT,H,CHALFONT,PA,18914,P,REP,,,H0PA08130
C00472084,KENSINGER FOR SENATE COMMITTEE,S,NEW PARIS,PA,15554,P,REP,,,S0PA00459
C00472076,HUFFORD FOR CONGRESS,H,COATESVILLE,PA,19320,P,REP,,,H0PA06100
C00471995,JOHN VINSICK FOR CONGRESS,H,ALIQUIPPA,PA,15001,P,REP,,,H0PA04238
C00471870,COMMITTEE TO ELECT STEVEN M FISHER FOR 3RD CONGRESSINAL DISTRICT,H,MEADVILLE,PA,16335,P,REP,,,H0PA03248
C00471615,COMMITTEE TO ELECT CHARLES MCINTYRE FOR CONGRESS,H,BLUE BELL,PA,19422,P,REP,,,H0PA13106
C00470336,COMMITTEE TO ELECT RON MACKELL JR FOR CONGRESS,H,BOSWELL,PA,15531,P,DEM,,,H0PA12124
C00469627,DEE ADCOCK FOR CONGRESS,H,HUNTINGDON VALLEY,PA,190065301,P,REP,,,H0PA13080
C00469155,NOLAN FOR CONGRESS,H,PITTSBURGH,PA,152024195,P,REP,,,H0PA14096
C00467902,PARTNERS FOR CHANGE,H,UPPER DARBY,PA,19082,P,DEM,,,H0PA01275
C00467852,COMMITTEE TO ELECT RYAN SANDERS,H,STEWARTSTOWN,PA,173638050,P,DEM,,,H0PA19137
C00467530,CITIZENS FOR ROTHFUS INC.,H,SEWICKLEY,PA,15143,A,REP,,,H0PA04220
C00467134,JOSEPH VODVARKA'S PENNSYLVANIA SENATORIAL CANDIDACY COMMITTEE,S,CLINTON,PA,15026,P,DEM,,,S4PA00196
C00467050,CONNOLLY FOR CONGRESS,H,PITTSBURGH,PA,15241,P,DEM,,,H0PA18055
C00467019,ONORATO FOR CONGRESS,H,ERIE,PA,165121122,P,REP,,,H0PA03222
C00466961,QUINTER FOR COMMON SENSE,H,HARLEYSVILLE,PA,19438,P,REP,,,H0PA13072
C00466920,COREY D O'BRIEN FOR CONGRESS,H,MOSCOW,PA,18444,P,DEM,,,H0PA11142
C00466870,PAT MEEHAN FOR CONGRESS,H,MEDIA,PA,19063,P,REP,,FRESHMAN HOLDEM JFC,H0PA07082
C00466607,TRIVEDI FOR CONGRESS,H,BIRDSBORO,PA,19508,P,DEM,,,H0PA06084
C00466086,DR. BRIAN ARI COLE 2016 CAMPAIGN FOR U S PRESIDENT; THE,P,HOLLIDAYSBURG,PA,16648,P,REP,,,P60004785
C00465492,SESTAK FOR SENATE,S,MEDIA,PA,19063,P,DEM,,,S0PA00434
C00465195,LENTZ FOR CONGRESS,H,SWARTHMORE,PA,19081,P,DEM,,,H6PA07097
C00464750,JOHN CALLAHAN FOR CONGRESS,H,BETHLEHEM,PA,18017,P,DEM,,,H0PA15101
C00464305,TOWNE FOR CONGRESS,H,LEHIGH VALLEY,PA,18002,P,UNK,,,H0PA15093
C00386847,CHARLIE DENT FOR CONGRESS,H,ALLENTOWN,PA,18105,P,REP,,,H4PA15087
C00463653,FRIENDS OF STEVEN WELCH,S,MALVERN,PA,19355,P,REP,,,S2PA00232
C00463299,TOWNSEND FOR SENATE,S,COATESVILLE,PA,19320,P,REP,,,S0PA00418
C00462747,FRIENDS OF DAMIAN DACHOWSKI,H,HUNTINGDON VALLEY,PA,190066107,P,REP,,,H0PA13064
C00388397,FRIENDS OF MELISSA BROWN,H,FLOURTOWN,PA,19031,P,REP,,PENNSYLVANIANS FOR A REPUBLICAN CONGRESS COMMITTEE,H8PA13075
C00462226,SCHRODER 2010,H,EXTON,PA,19341,P,REP,,,H0PA06068
C00388637,PORTER FOR CONGRESS,H,WATTSBURG,PA,16442,A,DEM,,,H4PA03075
C00462176,OBAMA - COMMITTEE TO ELECT,U,MCKEESPORT,PA,151322602,U,DEM,,,P80003338
C00462150,MIKE MENTZER FOR US SENATE,S,PEQUEA,PA,17565,P,IND,,,S0PA00392
C00461954,FRIENDS OF FRANK RYAN,H,NEW CUMBERLAND,PA,17070,P,REP,,,H4PA17042
C00461475,HERR 2010,H,LANCASTER,PA,176080111,P,DEM,,,H4PA16051
C00461442,LASHER FOR CONGRESS,H,ERIE ,PA,165120173,P,REP,,,H0PA03198
C00389197,ALLYSON SCHWARTZ FOR CONGRESS,H,JENKINTOWN,PA,19046,P,DEM,,,H4PA13124
C00461202,TIM BURNS FOR CONGRESS,H,EIGHTY FOUR,PA,15330,P,REP,,,H0PA12090
C00460634,PIKE FOR CONGRESS,H,ARDMORE,PA,19003,P,DEM,,,H0PA06050
C00457390,DAN FRANK FOR CONGRESS,H,LANCASTER,PA,176033406,P,CON,,,H8PA16052
C00456327,PIKE COUNTY DEMOCRATIC COMMITTEE,X,MILFORD,PA,18337,U,DEM,,,
C00451161,TIM LEGARSKY FOR CONGRESS,H,ROSCOE,PA,15477,P,DEM,,,H8PA12051
C00448050,MIKE MUHAMMAD FOR CONGRESS,H,PHILADELPHIA,PA,191382016,P,REP,,,H8PA01229
C00445726,CITY COMMISSION DOCUMENT UNIT,P,PHILADELPHIA,PA,191239945,P,DEM,,,P80005325
C00445122,LOU BARLETTA FOR CONGRESS,H,HAZLETON,PA,18201,P,REP,,PA + 5 COMMITTEE,H2PA11098
C00444919,WALKER FOR CONGRESS,H,BIGLER,PA,16825,P,REP,,,H8PA05089
C00444620,FRIENDS OF GLENN THOMPSON,H,STATE COLLEGE,PA,16804,P,REP,,,H8PA05071
C00443713,FRIENDS OF WAYNE DUDDING,H,PITTSBURGH,PA,15244,P,DEM,,,H8PA18140
C00442376,JOHN BOOTIE 2008,P,MANHEIM,PA,17545,P,IND,,,P80005135
C00441337,COMMITTEE TO ELECT TOM LYNCH,H,ERIE,PA,165054420,P,DEM,,,H8PA03092
C00440602,VECCHIO FOR CONGRESS,H,PITTSBURGH,PA,15235,P,DEM,,,H8PA18132
C00440271,KATHY DAHLKEMPER FOR CONGRESS,H,ERIE,PA,165121045,P,DEM,,,H8PA03084
C00439091,J E W KENNEDY BANKS FOR PRESIDENT COMMITTEE,P,YORK,PA,17403,P,REP,,,P80004815
C00438150,WHOLEY FOR US CONGRESS,H,WEXFORD,PA,15090,P,DEM,,,H8PA18116
C00432047,FRANCIS FOR CONGRESS,H,PITTSBURGH,PA,15202,P,REP,,,H8PA04082
C00431056,BOB CASEY FOR SENATE INC,S,PHILADELPHIA,PA,19102,P,DEM,,,S6PA00217
C00424226,ALLEGHENY COUNTY DEMOCRATIC COMMITTEE - FEDERAL,X,PITTSBURGH,PA,15222,U,DEM,,PENNSYLVANIA  DEMOCRATIC PARTY,
C00416784,"RAJ FOR CONGRESS, INC.",H,FORT WASHINGTON,PA,19034,P,REP,,,H6PA13087
C00414391,CARNEY FOR CONGRESS,H,CLARKS SUMMIT,PA,18411,P,DEM,,,H6PA10109
C00413310,CITIZENS FOR ALTMIRE,H,FREEDOM,PA,15042,P,DEM,,,H6PA04110
C00412486,MIKE LEIBOWITZ FOR CONGRESS,H,HAVERFORD,PA,19041,P,DEM,,,H6PA06107
C00411991,PATRICK MURPHY FOR CONGRESS,H,LEVITTOWN,PA,19058,P,DEM,,,H6PA08194
C00389197,ALLYSON SCHWARTZ FOR CONGRESS,H,JENKINTOWN,PA,19046,P,DEM,,,H4PA13124
C00388637,PORTER FOR CONGRESS,H,WATTSBURG,PA,16442,A,DEM,,,H4PA03075
C00388397,FRIENDS OF MELISSA BROWN,H,FLOURTOWN,PA,19031,P,REP,,PENNSYLVANIANS FOR A REPUBLICAN CONGRESS COMMITTEE,H8PA13075
C00386847,CHARLIE DENT FOR CONGRESS,H,ALLENTOWN,PA,18105,P,REP,,,H4PA15087
C00376004,LOU BARLETTA FOR CONGRESS,H,HAZLETON,PA,18201,A,REP,,,H2PA11098
C00372201,TIM MURPHY FOR CONGRESS,H,PTTSBURGH,PA,15234,P,REP,,,H2PA18143
C00372102,JIM GERLACH FOR CONGRESS COMMITTEE,H,UWCHLAND,PA,194800087,P,REP,,NONE,H2PA06114
C00364935,BILL SHUSTER FOR CONGRESS,H,HOLLIDAYSBURGH,PA,16648,P,REP,,BILL SHUSTER VICTORY COMMITTEE,H2PA09035
C00411991,PATRICK MURPHY FOR CONGRESS,H,LEVITTOWN,PA,19058,P,DEM,,,H6PA08194
C00412486,MIKE LEIBOWITZ FOR CONGRESS,H,HAVERFORD,PA,19041,P,DEM,,,H6PA06107
C00346668,BROWN FOR CONGRESS COMMITTEE,H,FLOURTOWN,PA,19031,A,REP,,,H8PA13075
C00413310,CITIZENS FOR ALTMIRE,H,FREEDOM,PA,15042,P,DEM,,,H6PA04110
C00343376,PEOPLE FOR PLATTS COMMITTEE,H,YORK,PA,17406,P,REP,,NONE,H0PA19053
C00338616,REFORM PARTY OF PENNSYLVANIA,X,EAST STROUDSBURG,PA,18302,U,REF,,,
C00333740,BOB BRADY FOR CONGRESS,H,PHILADELPHIA,PA,19154,P,DEM,,PHILADELPHIA LEADERSHIP FUND,H8PA01153
C00414391,CARNEY FOR CONGRESS,H,CLARKS SUMMIT,PA,18411,P,DEM,,,H6PA10109
C00323253,MONTGOMERY COUNTY DEMOCRATIC COMMITTEE FEDERAL ACCT,Y,NORRISTOWN,PA,194040857,U,DEM,,PA DEM STATE COMMITTEE,
C00311852,FRIENDS OF JOHN PETERSON,H,PLEASANTVILLE,PA,16341,P,REP,,,H6PA05091
C00310136,FRIENDS OF JOE PITTS,H,UNIONVILLE,PA,19375,P,REP,,,H6PA16197
C00290064,DOYLE FOR CONGRESS COMMITTEE,H,PITTSBURGH,PA,15221,P,DEM,,NONE,H4PA18131
C00283606,PEOPLE FOR ENGLISH,H,ERIE,PA,16507,P,REP,,NONE,H4PA21051
C00416784,"RAJ FOR CONGRESS, INC.",H,FORT WASHINGTON,PA,19034,P,REP,,,H6PA13087
C00279802,CONSTITUTION PARTY NATIONAL COMMITTEE,Y,LANCASTER,PA,176081782,U,CON,,NONE,
C00265322,FRIENDS OF CONGRESSMAN TIM HOLDEN,H,SAINT CLAIR,PA,17970,P,DEM,,,H2PA06080
C00254441,FATTAH FOR CONGRESS,H,PHILADELPHIA,PA,19131,P,DEM,,,H2PA02055
C00244657,BEAVER COUNTY DEMOCRATIC COMMITTEE FEDERAL ELECTION ACCOUNT,Y,BEAVER FALLS,PA,15010,U,DEM,,NONE,
C00180505,PENNSYLVANIANS FOR KANJORSKI,H,NANTICOKE,PA,18634,P,DEM,,,H0PA11050
C00167130,PENNSYLVANIA DEMOCRATIC PARTY,Y,HARRISBURG,PA,17101,U,DEM,,KEYSTONE VICTORY FUND,
C00424226,ALLEGHENY COUNTY DEMOCRATIC COMMITTEE - FEDERAL,X,PITTSBURGH,PA,15222,U,DEM,,PENNSYLVANIA  DEMOCRATIC PARTY,
C00119701,COYNE FOR CONGRESS (WILLIAM J COYNE),H,PITTSBURGH,PA,15222,P,DEM,,,H0PA14039
C00044842,REPUBLICAN FEDERAL COMMITTEE OF PENNSYLVANIA,Y,HARRISBURG,PA,17101,U,REP,,,
C00035519,"BIPARTISAN VOLUNTARY PUBLIC AFFAIRS COMMITTEE OF THE PNC FINANCIAL SERVICES GROUP, INC.   ( PNC PAC)",Q,PITTSBURGH,PA,15222,B,UNK,C,"THE PNC FINANCIAL SERVICES GROUP, INC.",
C00034066,DISTRICT 1199C NAT'L UNION OF HOSPITAL & HEALTH CARE EMPLOYEES POLITICAL ACTION FUND,Q,PHILA,PA,19107,U,UNK,L,,
C00030676,UNITED STATES STEEL CORPORATION POLITICAL ACTION COMMITTEE,Q,PITTSBURGH,PA,15219,U,NNE,C,UNITED STATES STEEL CORPORATION,
C00025346,SUNOCO INC. POLITICAL ACTION COMMITTEE (SUN PAC),Q,PHILADELPHIA,PA,19103,B,UNK,C,SUNOCO INC.,
C00019075,MURTHA FOR CONGRESS COMMITTEE,H,JOHNSTOWN,PA,15901,P,DEM,,,H6PA12030
C00017558,BIPARTISAN POLITICAL ACTION COMMITTEE/THE BANK OF NEW YORK MELLON CORPORATION BIPAC/BNYMC,Q,PITTSBURGH,PA,152580001,U,UNK,C,,
C00004929,PENNSYLVANIA MEDICAL SOCIETY POLITICAL ACTION COMMITTEE FEDERAL,Q,HARRISBURG,PA,17105,U,UNK,T,AMERICAN MEDICAL POLITICAL ACTION COMMITTEE,
C00003590,UNITED STEELWORKERS POLITICAL ACTION FUND,Q,PITTSBURGH,PA,15222,B,NNE,L,UNITED STEELWORKERS,
C00431056,BOB CASEY FOR SENATE INC,S,PHILADELPHIA,PA,19102,P,DEM,,,S6PA00217
C00432047,FRANCIS FOR CONGRESS,H,PITTSBURGH,PA,15202,P,REP,,,H8PA04082
C00438150,WHOLEY FOR US CONGRESS,H,WEXFORD,PA,15090,P,DEM,,,H8PA18116
C00439091,J E W KENNEDY BANKS FOR PRESIDENT COMMITTEE,P,YORK,PA,17403,P,REP,,,P80004815
C00440271,KATHY DAHLKEMPER FOR CONGRESS,H,ERIE,PA,165121045,P,DEM,,,H8PA03084
C00440602,VECCHIO FOR CONGRESS,H,PITTSBURGH,PA,15235,P,DEM,,,H8PA18132
C00441337,COMMITTEE TO ELECT TOM LYNCH,H,ERIE,PA,165054420,P,DEM,,,H8PA03092
C00442376,JOHN BOOTIE 2008,P,MANHEIM,PA,17545,P,IND,,,P80005135
C00443713,FRIENDS OF WAYNE DUDDING,H,PITTSBURGH,PA,15244,P,DEM,,,H8PA18140
C00444620,FRIENDS OF GLENN THOMPSON,H,STATE COLLEGE,PA,16804,P,REP,,,H8PA05071
C00444919,WALKER FOR CONGRESS,H,BIGLER,PA,16825,P,REP,,,H8PA05089
C00445122,LOU BARLETTA FOR CONGRESS,H,HAZLETON,PA,18201,P,REP,,PA + 5 COMMITTEE,H2PA11098
C00445726,CITY COMMISSION DOCUMENT UNIT,P,PHILADELPHIA,PA,191239945,P,DEM,,,P80005325
C00448050,MIKE MUHAMMAD FOR CONGRESS,H,PHILADELPHIA,PA,191382016,P,REP,,,H8PA01229
C00451161,TIM LEGARSKY FOR CONGRESS,H,ROSCOE,PA,15477,P,DEM,,,H8PA12051
C00525733,GREEN PARTY OF PENNSYLVANIA,X,PHILADELPHIA,PA,19143,U,GRE,,,
C00456327,PIKE COUNTY DEMOCRATIC COMMITTEE,X,MILFORD,PA,18337,U,DEM,,,
C00523654,ADAM SEDLOCK FOR CONGRESS,H,UNIONTOWN,PA,15401,P,DEM,,,H2PA09100
C00457390,DAN FRANK FOR CONGRESS,H,LANCASTER,PA,176033406,P,CON,,,H8PA16052
C00520882,FEATHERMAN FOR CONGRESS,H,PHILADELPHIA,PA,19107,P,REP,,,H8PA01187
C00520304,ROBERT SANDERA FOR PRESIDENT COMMITTEE,P,GUYS MILLS,PA,16327,P,IND,,,P20004909
C00519645,TRAVIS SCHOOLEY FOR CONGRESS,H,CHAMBERSBURG,PA,17201,P,REP,,,H2PA09092
C00518423,FRIENDS OF LAUREEN CUMMINGS,H,DUNMORE,PA,18512,P,REP,,,H2PA17087
C00518290,JOHN MURPHY FOR CONGRESS,H,EAST FALLOWFIELD,PA,193204211,P,IND,,,H6PA16288
C00518001,COMMITTEE TO ELECT KEVIN DOWNS,H,RED LION ,PA,17356,P,REP,,,H2PA04192
C00516831,COMMITTEE TO ELECT ROBERT MARCOCCIO,H,HANOVER,PA,173312150,P,IND,,,H2PA04200
C00516567,PORTER FOR CONGRESS,H,WATTSBURG,PA,164422005,P,IND,,,H4PA03075
C00460634,PIKE FOR CONGRESS,H,ARDMORE,PA,19003,P,DEM,,,H0PA06050
C00515650,COMMITTEE TO ELECT CAROL ANN MARUSIAK PRESIDENT OF THE UNITED STATES,P,WASHINGTON CROSSIN,PA,18977,P,IND,,,P20004826
C00515221,COMMITTEE TO ELECT KEN LEE,H,CAMP HILL,PA,17011,P,DEM,,,H2PA04184
C00514836,CHARLES DUMAS FOR CONGRESS,H,STATE COLLEGE,PA,16804,P,DEM,,,H2PA05058
C00514778,LESSMANN FOR CONGRESS,H,FOREST HILLS,PA,152214434,P,REP,,,H2PA14084
C00461202,TIM BURNS FOR CONGRESS,H,EIGHTY FOUR,PA,15330,P,REP,,,H0PA12090
C00514455,KAREN RAMSBURG FOR CONGRESS,H,MERCERSBURG,PA,17236,P,IND,,,H2PA09084
C00514257,SWOMLEY FOR CONGRESS,H,YORK,PA,174067090,P,REP,,,H2PA04176
C00461442,LASHER FOR CONGRESS,H,ERIE ,PA,165120173,P,REP,,,H0PA03198
C00461475,HERR 2010,H,LANCASTER,PA,176080111,P,DEM,,,H4PA16051
C00513747,ERIC MARTIN FOR US CONGRESS,H,YORK,PA,17403,P,REP,,,H2PA04150
C00461954,FRIENDS OF FRANK RYAN,H,NEW CUMBERLAND,PA,17070,P,REP,,,H4PA17042
C00512756,BADEY FOR CONGRESS,H,WAYNE,PA,19087,P,DEM,,BADEY VICTORY FUND 2012,H2PA07070
C00512509,COMMITTEE TO ELECT SEAN SUMMERS,H,YORK,PA,17401,P,REP,,,H2PA04168
C00512483,LARRY MAGGI FOR CONGRESS,H,WASHINGTON,PA,15301,P,DEM,,,H2PA18150
C00462150,MIKE MENTZER FOR US SENATE,S,PEQUEA,PA,17565,P,IND,,,S0PA00392
C00462176,OBAMA - COMMITTEE TO ELECT,U,MCKEESPORT,PA,151322602,U,DEM,,,P80003338
C00462226,SCHRODER 2010,H,EXTON,PA,19341,P,REP,,,H0PA06068
C00512228,SCOLLO FOR CONGRESS,H,MILFORD,PA,183377123,P,DEM,,,H2PA10090
C00511550,CHRIS REILLY 2012,H,YORK,PA,17405,P,REP,,,H0PA19095
C00510917,FRIENDS OF DR JANIS C  BROOKS,H,NORTH VERSAILLES,PA,15137,P,DEM,,,H2PA14092
C00462747,FRIENDS OF DAMIAN DACHOWSKI,H,HUNTINGDON VALLEY,PA,190066107,P,REP,,,H0PA13064
C00510883,PERKINSON FOR CONGRESS 2012,H,DALLASTOWN,PA,173130102,P,DEM,,,H2PA04143
C00510743,NATE FOR CONGRESS,H,JENKINTOWN,PA,19046,P,DEM,,,H2PA13128
C00510446,STRADER FOR CONGRESS,H,LANDISVILLE,PA,175380113,P,DEM,,,H2PA16063
C00510164,PATRIOTS FOR PERRY,H,RED LION,PA,17356,P,REP,,,H2PA04135
C00509968,CARTWRIGHT FOR CONGRESS,H,PLAINS,PA,18705,P,DEM,,,H2PA17079
C00509869,MISSA EATON FOR CONGRESS,H,SHARON,PA,16146,P,DEM,,,H2PA03111
C00509653,GENE STILP FOR CONGRESS,H,HARRISBURG,PA,17112,P,DEM,,,H6PA17120
C00509406,BOOCKVAR FOR CONGRESS,H,DOYLESTOWN,PA,18901,P,DEM,,RED TO BLUE MAJORITY FUND,H2PA08102
C00463299,TOWNSEND FOR SENATE,S,COATESVILLE,PA,19320,P,REP,,,S0PA00418
C00463653,FRIENDS OF STEVEN WELCH,S,MALVERN,PA,19355,P,REP,,,S2PA00232
C00507145,ROHRER FOR SENATE,S,ELVERSON,PA,19520,P,REP,,,S2PA00265
C00507004,JACKSON EATON FOR CONGRESS,H,ALLENTOWN,PA,18104,P,DEM,,,H2PA15107
C00506758,MANSFIELD FOR CONGRESS,H,PHILADELPHIA,PA,19121,P,REP,,NONE,H2PA02139
C00506584,JOE ROONEY FOR CONGRESS,H,GLENSIDE,PA,19038,P,REP,,,H2PA13110
C00464305,TOWNE FOR CONGRESS,H,LEHIGH VALLEY,PA,18002,P,UNK,,,H0PA15093
C00506162,DAUGHERTY FOR CONGRESS ,H,SCHNECKSVILLE,PA,18078,P,DEM,,,H2PA15099
C00464750,JOHN CALLAHAN FOR CONGRESS,H,BETHLEHEM,PA,18017,P,DEM,,,H0PA15101
C00465195,LENTZ FOR CONGRESS,H,SWARTHMORE,PA,19081,P,DEM,,,H6PA07097
C00504423,COMMITTEE TO ELECT TED WAGA III,H,MECHANICSBURG,PA,17055,P,REP,,,H2PA19117
C00503938,FRIENDS OF TIM BURNS,S,EIGHTY FOUR,PA,15330,P,REP,,,S2PA00240
C00465492,SESTAK FOR SENATE,S,MEDIA,PA,19063,P,DEM,,,S0PA00434
C00503102,EVAN FEINBERG FOR CONGRESS,H,PITTSBURGH,PA,15241,P,REP,,,H2PA18176
C00466086,DR. BRIAN ARI COLE 2016 CAMPAIGN FOR U S PRESIDENT; THE,P,HOLLIDAYSBURG,PA,16648,P,REP,,,P60004785
C00501189,TOM SMITH FOR SENATE INC,S,SHELOCTA,PA,15774,P,REP,,,S2PA00224
C00466607,TRIVEDI FOR CONGRESS,H,BIRDSBORO,PA,19508,P,DEM,,,H0PA06084
C00500116,DAVID CHRISTIAN FOR U S SENATE,S,WASHINGTON CROSSIN,PA,18977,P,REP,,,S2PA00216
C00466870,PAT MEEHAN FOR CONGRESS,H,MEDIA,PA,19063,P,REP,,FRESHMAN HOLDEM JFC,H0PA07082
C00466920,COREY D O'BRIEN FOR CONGRESS,H,MOSCOW,PA,18444,P,DEM,,,H0PA11142
C00466961,QUINTER FOR COMMON SENSE,H,HARLEYSVILLE,PA,19438,P,REP,,,H0PA13072
