FIPStxt,POP_COU,AREA_COU,POP_URBAN,POPPCT_URBAN,AREA_URBAN,AREAPCT_URBAN,POPDEN_URBAN,POP_UA,POPPCT_UA,AREA_UA,AREAPCT_UA,POPDEN_UA,POP_UC,POPPCT_UC,AREA_UC,AREAPCT_UC,POPDEN_UC,POP_RURAL,POPPCT_RURAL,AREA_RURAL,AREAPCT_RURAL,POPDEN_RURAL,PC 1,PC 2,PC 3,PC 4,PC 5,PC 6,PC 7,PC 8,PC 9,PC 10,class
42053,7716,1106404231,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,7716,100.0,1106404231,100.0,18.1,-1693505054.296973,-211952076.21491763,-27652749.629655343,29285.251168162515,-17164.58734804587,-168.79002107099612,-1061.0696132670162,974.2496025133313,240.28793739554507,-12.776125166166233,4
26041,37069,3033124287,20850,56.25,46472987,1.53,1162.0,0,0.0,0,0.0,0.0,20850,56.25,46472987,1.53,1162.0,16219,43.75,2986651300,98.47,14.1,998873053.3061405,-200428963.66859666,25882631.57478809,25766.283004267498,-23426.112032842553,-2474.2335988392415,-177.31425488347415,-217.38786244177805,-78.02165639501433,-14.2367176106266,0
26043,26168,1972018016,17594,67.23,40503388,2.05,1125.0,0,0.0,0,0.0,0.0,17594,67.23,40503388,2.05,1125.0,8574,32.77,1931514628,97.95,11.5,-497508817.0801509,-188107734.16198805,21335918.142869942,26209.738226182446,-30975.54970076384,-2123.7519081668447,-100.56861983482398,-233.76412697780373,-15.774817633603543,-11.47681714836128,0
26045,107759,1489695507,66841,62.03,124375725,8.35,1391.9,48751,45.24,90952300,6.11,1388.2,18090,16.79,33423425,2.24,1401.8,40918,37.97,1365319782,91.65,77.6,-1237239687.7487144,-42092909.62786534,14513888.038478967,-25368.895384718675,10570.114773587382,1363.3839810054312,486.5514807540779,116.33779482068212,358.2624121666191,5.67319678130894,4
26047,32694,1210803605,8210,25.11,15462493,1.28,1375.2,0,0.0,0,0.0,0.0,8210,25.11,15462493,1.28,1375.2,24484,74.89,1195341112,98.72,53.1,-1556591183.2782023,-199014686.77170682,-8303537.867941829,39808.81218829865,-303.34694904051906,167.22470761794438,-355.2230022681063,-529.1973569094826,-136.36608331182518,7.229541133647114,4
26049,425790,1649763682,354448,83.24,606144487,36.74,1514.5,351608,82.58,597698189,36.23,1523.6,2840,0.67,8446298,0.51,870.9,71342,16.76,1043619195,63.26,177.1,-1342251266.494659,736900414.7420306,-13263796.453819295,-381239.5359218455,32773.139892771826,-3132.2541171590815,89.49045233149556,-107.30380954139626,-192.15464988777657,38.77010381202478,4
26051,25692,1299601369,2934,11.42,7033127,0.54,1080.5,0,0.0,0,0.0,0.0,2934,11.42,7033127,0.54,1080.5,22758,88.58,1292568242,99.46,45.6,-1425178445.8323393,-208539203.3336673,-19269039.968266997,36384.52059147337,-150.12724753734278,-1480.6016233876837,-498.18246294164794,-294.17663439218387,-51.868956953445704,-0.2582959979667613,4
26053,16427,2853775286,5229,31.83,9273366,0.32,1460.4,0,0.0,0,0.0,0.0,5229,31.83,9273366,0.32,1460.4,11198,68.17,2844501920,99.68,10.2,771039882.6864425,-232771870.36895865,-20873305.2691774,23784.358401995574,-16383.589511301432,37.46053649197042,-50.3507037858768,-689.5541104371657,-89.91550534065009,-14.890878134815692,0
26055,86986,1202611911,45212,51.98,106705156,8.87,1097.4,0,0.0,0,0.0,0.0,45212,51.98,106705156,8.87,1097.4,41774,48.02,1095906755,91.13,98.7,-1631422276.1491098,-112083389.09134656,107661996.07082407,48128.27490042712,-11300.305148753749,-7673.374218466948,-380.04780535782413,18.383305705653047,-206.4718528581191,28.988796880232574,4
55023,16644,1478001974,6255,37.58,10516093,0.71,1540.5,0,0.0,0,0.0,0.0,6255,37.58,10516093,0.71,1540.5,10389,62.42,1467485881,99.29,18.3,-1175314863.6566937,-208252353.94171244,-15354150.795161154,30989.576462814613,-17020.88106458091,1301.8713839516568,-30.33143125598718,-750.734151221139,-97.07511882439874,-10.47605973485972,4
26057,42476,1472313856,16924,39.84,19253096,1.31,2276.7,0,0.0,0,0.0,0.0,16924,39.84,19253096,1.31,2276.7,25552,60.16,1453060760,98.69,45.5,-1189414755.0305412,-199844988.17454144,-4235744.8344570035,47248.83084025754,2072.3326911159747,8705.825186420281,-9.834669927020904,-1221.1423795695193,-379.92657166552675,5.3743067048781885,4
26059,46688,1549158422,14414,30.87,27876230,1.8,1339.2,0,0.0,0,0.0,0.0,14414,30.87,27876230,1.8,1339.2,32274,69.13,1521282192,98.2,54.9,-1086725510.5804725,-192945971.55142698,6501601.546544775,43462.23087249749,5543.595707079946,82.19045622671653,-486.03635109712764,-390.26111438527033,-185.963979906779,4.330200814627379,4
26061,36628,2613554735,22777,62.18,31667208,1.21,1862.9,0,0.0,0,0.0,0.0,22777,62.18,31667208,1.21,1862.9,13851,37.82,2581887527,98.79,13.9,415819003.31403387,-207395379.4151896,8270514.31023056,35924.44956529037,-18089.517742666307,8904.295350387136,-60.20717538258819,-667.7256742558938,-259.3061642817186,-6.312858718449043,0
26063,33118,2164469622,3490,10.54,6458740,0.3,1399.5,0,0.0,0,0.0,0.0,3490,10.54,6458740,0.3,1399.5,29628,89.46,2158010882,99.7,35.6,-201762379.6830398,-223756430.1094373,-22475772.99114159,36550.340436683815,8882.185105201019,-1241.314953366388,-396.80572346530033,-634.1817341436528,-161.0509127526671,-12.322089930702512,0
26065,280895,1440343968,243799,86.79,261216930,18.14,2417.3,237482,84.54,250363251,17.38,2456.7,6317,2.25,10853679,0.75,1507.4,37096,13.21,1179127038,81.86,81.5,-1401069964.7028522,190657594.1909394,-12634059.347532786,16807.023590981215,10238.993577738938,29.487823456246225,1554.8500677134768,-230.5787302939447,273.99652429883304,-0.6337348663703087,4
26067,63905,1479671240,25218,39.46,39873987,2.69,1638.0,0,0.0,0,0.0,0.0,25218,39.46,39873987,2.69,1638.0,38687,60.54,1439797253,97.31,69.6,-1193304501.4660358,-180354670.46573174,21946157.770804536,53952.87363182959,11613.214674416718,6269.141795748792,-570.7360587509615,-398.7306756310582,-330.187475659548,16.470778860552304,4
26141,13376,1706074274,2560,19.14,3634479,0.21,1824.3,0,0.0,0,0.0,0.0,2560,19.14,3634479,0.21,1824.3,10816,80.86,1702439795,99.79,16.5,-848025625.0299273,-218667137.15881798,-24751786.147653814,29086.180440843455,-14355.545379145622,576.0277733998174,174.07788411366553,-1156.2958511088132,-145.42597962292157,-16.26895393877141,4
26069,25887,1422153154,10638,41.09,34801202,2.45,791.7,0,0.0,0,0.0,0.0,10638,41.09,34801202,2.45,791.7,15249,58.91,1387351952,97.55,28.5,-1271125012.281856,-184204377.61612698,15664885.305019034,27335.45360093387,-21492.898019018696,-7633.798426637535,-290.8611734664756,-85.56515810031706,59.75649220633879,-9.79129725571861,4
26071,11817,3020312287,3208,27.15,5262684,0.17,1578.8,0,0.0,0,0.0,0.0,3208,27.15,5262684,0.17,1578.8,8609,72.85,3015049603,99.83,7.4,1009321447.1065626,-239411921.33171758,-26446618.843523126,21132.269541840848,-18510.949278638658,-75.26179308504517,76.47872714028824,-865.0390106272569,-95.9360773860607,-15.940133747895047,0
55078,4232,926201079,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,4232,100.0,926201079,100.0,11.8,-1948331939.8397837,-208895271.47174552,-27136673.89579394,28339.766526685526,-21627.43947827826,118.77742437109472,-1009.4764432504187,971.6575006688633,259.3163789535459,-16.636307866942506,4
26073,70311,1483225590,37554,53.41,43718755,2.95,2224.8,0,0.0,0,0.0,0.0,37554,53.41,43718755,2.95,2224.8,32757,46.59,1439506835,97.05,58.9,-1190943360.83852,-176757712.75975135,26821526.88338155,63096.486793430464,6201.582411909831,19796.935316556315,-495.3141230501089,-523.5357015936418,-504.68225559790375,19.989317006857544,4
26075,160248,1817306121,93227,58.18,157675260,8.68,1531.4,90057,56.2,149373065,8.22,1561.5,3170,1.98,8302195,0.46,988.9,67021,41.82,1659630861,91.32,104.6,-796747022.4098418,21313079.676130667,-17836426.891227417,-49309.8702273628,49602.41852278827,-4163.9804584688,279.96830088894535,153.82915229486898,25.817105724468114,0.009526621852636601,4
26077,250331,1454688724,206405,82.45,331643320,22.8,1611.9,206405,82.45,331643320,22.8,1611.9,0,0.0,0,0.0,0.0,43926,17.55,1123045404,77.2,101.3,-1429188163.906798,309283660.22418797,-25758034.439747557,-178250.05180796306,14164.856637822391,-1201.5685585290403,488.5522777102736,814.7647807766671,-447.3041048171884,0.02375792750787877,4
26079,17153,1450043265,2668,15.55,6085293,0.42,1135.5,0,0.0,0,0.0,0.0,2668,15.55,6085293,0.42,1135.5,14485,84.45,1443957972,99.58,26.0,-1211780203.1709645,-211992775.75708568,-20904298.937248774,31321.06067082515,-10648.895220990522,-850.4760902621532,-331.74298490209674,-364.55661520590223,-21.98492251153093,-10.674142422183007,4
26081,602622,2193584722,508159,84.32,620846956,28.3,2119.9,493736,81.93,598916958,27.3,2135.1,14423,2.39,21929998,1.0,1703.4,94463,15.68,1572737766,71.7,155.6,-583414245.5604789,742439069.0587494,2323043.596695632,-120831.40288487998,67485.67585881085,986.6452064118249,-162.26028690033198,-407.2310613565251,62.949890872125955,14.069344396730122,4
26083,2156,1398883200,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,2156,100.0,1398883200,100.0,4.0,-1279907934.0020688,-216913434.72102717,-28490369.381030537,24802.74609182623,-24579.81021177612,14.307950285555151,-964.3244910922775,967.8503619091224,266.76464368573545,-20.56726324529046,4
26087,88319,1665397257,20006,22.65,37091561,2.23,1397.0,71,0.08,230203,0.01,798.8,19935,22.57,36861358,2.21,1400.7,68313,77.35,1628305696,97.77,108.7,-928737800.3393507,-186004931.82289854,17588129.299292516,63981.28767003375,49930.495525803664,-381.148123282443,-422.6003968755428,6.6623352299434755,-31.72690252816816,17.0803213741008,4
26089,21708,899168573,1897,8.74,6274002,0.7,783.1,0,0.0,0,0.0,0.0,1897,8.74,6274002,0.7,783.1,19811,91.26,892894571,99.3,57.5,-1990907829.8757408,-202468716.9797708,-19086877.855719265,36025.964730467334,-3777.3229591876816,-1992.3023567715982,-645.0528511281024,22.066603203769183,30.059353340846606,11.689670043791454,4
26091,99892,1941337767,48126,48.18,66948586,3.45,1861.8,0,0.0,0,0.0,0.0,48126,48.18,66948586,3.45,1861.8,51766,51.82,1874389181,96.55,71.5,-559225183.888538,-162431905.8957522,55027713.25982724,72015.31753646504,22659.515646218868,18150.34577050233,-982.6293020132412,41.758902821560895,-552.4678352673667,15.612269398811756,0
26093,180967,1464001028,114181,63.09,284243033,19.42,1040.4,110387,61.0,274669532,18.76,1040.9,3794,2.1,9573501,0.65,1026.4,66786,36.91,1179757995,80.58,146.6,-1383453453.9107118,227672889.16469714,-14116451.441708095,-232395.38512499174,39928.62733195159,-3125.3841371069975,-206.84434194866964,8.586326843849928,66.95581084537395,37.30196551912781,4
26095,6631,2328602234,3225,48.64,3857592,0.17,2165.3,0,0.0,0,0.0,0.0,3225,48.64,3857592,0.17,2165.3,3406,51.36,2324744642,99.83,3.8,32142062.639249984,-229014924.8960647,-26251110.287564512,22577.548463400464,-24234.067722878655,1432.6854797144638,529.1507583469414,-1545.3197699797117,-183.70163652314417,-14.426185001234346,0
26097,11113,2645851022,2531,22.78,5523029,0.21,1186.9,0,0.0,0,0.0,0.0,2531,22.78,5523029,0.21,1186.9,8582,77.22,2640327993,99.79,8.4,479611965.6118379,-232812245.55674285,-25043394.2053085,22134.51262492263,-18729.61562456792,-917.9442827254531,-176.84164273211087,-433.08391775288396,-10.5554132911096,-16.629172195909174,0
26099,840978,1241183094,817386,97.19,694099691,55.92,3050.0,811250,96.47,685529354,55.23,3065.0,6136,0.73,8570337,0.69,1854.3,23592,2.81,547083403,44.08,111.7,-1980549079.4820273,883556707.2551734,-11170436.082936024,240425.3829575274,-10612.43723596617,1529.575300451397,1092.754234308213,-807.873912591371,556.8909922239552,51.014881568211074,4
26101,24733,1404159906,9606,38.84,19589412,1.4,1270.0,0,0.0,0,0.0,0.0,9606,38.84,19589412,1.4,1270.0,15127,61.16,1384570494,98.6,28.3,-1286024990.135382,-198368989.02730802,-3613208.2804922154,33432.84311862912,-14248.927562197927,-44.4878857226679,-242.08276019465998,-418.28754606468897,-68.98232110382851,-5.566033824980396,4
26103,67077,4683737366,39247,58.51,57309824,1.22,1773.7,0,0.0,0,0.0,0.0,39247,58.51,57309824,1.22,1773.7,27830,41.49,4626427542,98.78,15.6,3325507914.010423,-218120206.27601793,34925884.11283703,39507.851528010906,-8194.188091925382,12753.08575209127,-428.34080787164845,-173.49522214072513,-386.9770999705558,-8.412599267236434,0
26105,28705,1282232870,10710,37.31,21845584,1.7,1269.8,0,0.0,0,0.0,0.0,10710,37.31,21845584,1.7,1269.8,17995,62.69,1260387286,98.3,37.0,-1460007022.2085705,-194154596.47856036,-397107.56046287087,35789.22590073182,-11203.562538262451,-85.80570548727974,-288.3312693664222,-399.8005926440013,-85.18572656647198,-0.6032529240925564,4
26107,42798,1437626850,14241,33.27,24130980,1.68,1528.5,0,0.0,0,0.0,0.0,14241,33.27,24130980,1.68,1528.5,28557,66.73,1413495870,98.32,52.3,-1241847187.762317,-194616625.7942214,2061921.8086276331,43627.63800546289,2591.052482359577,2321.3721553795067,-369.76742445962185,-557.0509049712806,-212.77553098096834,5.952423363213445,4
26109,24029,2704152851,8570,35.67,9936846,0.37,2233.7,0,0.0,0,0.0,0.0,8570,35.67,9936846,0.37,2233.7,15459,64.33,2694216005,99.63,14.9,558997554.2840378,-229602681.82519394,-19601722.03918594,30361.97645294913,-9905.078031368692,3695.0866142940054,300.52069098657506,-1449.7741657084123,-286.8195865931859,-13.836437131592898,0
26111,83629,1337087878,47852,57.22,87576511,6.55,1415.2,47852,57.22,87576511,6.55,1415.2,0,0.0,0,0.0,0.0,35777,42.78,1249511367,93.45,74.2,-1427552416.3824594,-76663205.54840387,-27549660.07944775,-27818.19698271347,14874.718212866928,-1498.3162756170655,460.14032493429534,983.3448155037757,-298.87726293139735,-7.1768315618581,4
26113,14849,1462634072,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,14849,100.0,1462634072,100.0,26.3,-1189757256.8116212,-217994839.76345345,-28672940.26092916,31286.159243393144,-8021.106371113069,-751.4961465433494,-1167.0486690764706,979.5765047307144,201.43613322306848,-9.298820124978205,4
26115,152021,1422924260,94928,62.44,176187191,12.38,1395.5,88967,58.52,165969889,11.66,1388.3,5961,3.92,10217302,0.72,1511.1,57093,37.56,1246737069,87.62,118.6,-1367193288.529618,56205181.178069316,-14128703.78519923,-81359.62619559088,35410.33747281605,-880.9172636489766,243.10811781500465,-213.800773816697,336.0991999446077,29.179253635688926,4
26117,63342,1826976057,9743,15.38,15970829,0.87,1580.0,0,0.0,0,0.0,0.0,9743,15.38,15970829,0.87,1580.0,53599,84.62,1811005228,99.13,76.7,-685608585.2760946,-208983328.74089175,-9422220.057768233,53790.85049431497,37718.12427486243,-182.70754634733137,-717.1409798667972,-678.4082488615948,-339.9669651772664,7.076790508150489,4
26119,9765,1415851499,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,9765,100.0,1415851499,100.0,17.9,-1255912910.866914,-217201264.9031673,-28538962.616271045,28798.247530158013,-14642.721865787043,-434.6609682767011,-1086.375528504829,974.9650223831563,227.74335124843353,-13.394845419174287,4
26121,172188,1293040828,132043,76.69,244450298,18.91,1399.0,121605,70.62,209642345,16.21,1502.3,10438,6.06,34807953,2.69,776.7,40145,23.31,1048590530,81.09,99.2,-1597958141.3424954,151216577.6619473,17871452.810459316,-116576.25551611102,560.9359183954101,-8437.941965885919,834.1318101759314,158.96487913768374,119.90231321112476,9.198076925239166,4
26123,48460,2106188282,7831,16.16,16957650,0.81,1196.0,0,0.0,0,0.0,0.0,7831,16.16,16957650,0.81,1196.0,40629,83.84,2089230632,99.19,50.4,-291456125.98320395,-212780960.7209135,-8967894.054740565,42731.99055992915,19451.735310759897,-2546.5241697671177,-671.6520096032164,-351.4483365896669,-182.14787588190242,-6.986580954901836,0
26125,1202362,2247237402,1144809,95.21,1410287480,62.76,2102.4,1133560,94.28,1388408469,61.78,2114.6,11249,0.94,21879011,0.97,1331.6,57553,4.79,836949922,37.24,178.1,-1050737161.788019,1996369482.1985786,8989358.540978689,-423566.56522983406,-11570.065367227704,942.0447747909097,-460.99176612730105,-888.9213451927099,42.72272706715782,24.261620928200035,4
26127,26570,1326257820,2686,10.11,5457879,0.41,1274.6,0,0.0,0,0.0,0.0,2686,10.11,5457879,0.41,1274.6,23884,89.89,1320799941,99.59,46.8,-1386391397.8029273,-210489794.31763887,-21347047.937311865,37318.736828612746,2026.408029094508,-940.028809293167,-401.97411990239516,-509.3651000945166,-98.15201795574212,-0.30659916747696797,4
26129,21699,1459425916,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,21699,100.0,1459425916,100.0,38.5,-1194293938.769288,-217940414.89323953,-28663751.127423473,34977.86463060657,934.0940535985867,-1146.8907584829046,-1277.3873387396607,986.0508348895689,166.43312939620446,-3.202213223243882,4
26131,6780,3396056253,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,6780,100.0,3396056253,100.0,5.2,1544312304.4986203,-250791710.7593233,-34209990.890965015,17045.295854152875,-19544.9878659314,-1203.299884365104,-989.092970713976,964.4648976241506,229.69749660145527,-15.63222553517264,0
26133,23528,1466946699,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,23528,100.0,1466946699,100.0,41.5,-1183658732.3884213,-218067989.59730384,-28685289.21035572,35920.630787675545,3320.964661307029,-1256.4473433880323,-1306.6418606755042,987.7456187325014,157.03176277659358,-1.7834507809110955,4
26135,8640,1465236876,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,8640,100.0,1465236876,100.0,15.3,-1186076608.5128412,-218038995.5517557,-28680395.61805207,27941.475546894984,-16138.1549734407,-392.95618120339714,-1067.0423076303375,973.7095591199627,233.16547310703476,-14.77165545990359,4
26137,24164,1333769920,8298,34.34,26431124,1.98,813.1,0,0.0,0,0.0,0.0,8298,34.34,26431124,1.98,813.1,15866,65.66,1307338796,98.02,31.4,-1390306602.280412,-190666950.7168191,5282142.949762694,29422.872461174484,-17192.548489950474,-5685.962736892597,-373.9959743343812,-71.7063015378544,47.732811887419174,-7.2077611603545115,4
26139,263801,1459373665,210208,79.68,347308625,23.8,1567.6,206257,78.19,342239798,23.45,1560.9,3951,1.5,5068827,0.35,2018.8,53593,20.32,1112065040,76.2,124.8,-1433367898.4912553,330868775.9489139,-19238076.248234853,-189833.12243987023,24731.39398173139,386.02979941634976,473.6659551345844,-777.9086429098585,539.4456735914168,34.472324734878676,4
26143,24449,1345849993,8300,33.95,23060144,1.71,932.2,0,0.0,0,0.0,0.0,8300,33.95,23060144,1.71,932.2,16149,66.05,1322789849,98.29,31.6,-1370887383.6839542,-194078425.9127205,964042.6640780163,31123.18214454215,-15109.706714044207,-3741.2961751697026,-368.2346528556278,-148.59481492134424,13.058950072812328,-6.076997144820069,4
26145,200169,2072284641,137880,68.88,210887465,10.18,1693.4,132908,66.4,203769326,9.83,1689.3,4972,2.48,7118139,0.34,1809.1,62289,31.12,1861397176,89.82,86.7,-472787544.6906601,102323869.18707037,-19596866.324174255,-71880.07715264685,42412.54276610997,-906.4265324297285,493.63848360415216,-471.662743894597,396.999830841174,-5.951971708647225,0
26147,163040,1867822812,100032,61.35,181080735,9.69,1430.8,100028,61.35,180940986,9.69,1431.8,4,0.0,139749,0.01,74.1,63008,38.65,1686742077,90.31,96.7,-741373996.7509778,62868703.98431884,-28077822.015355185,-89652.54930759728,45347.75376906999,-3030.737499363809,62.434132108007745,872.6222838757253,-436.0497136751358,-11.980915308811726,4
26149,61295,1296524618,27934,45.57,66078302,5.1,1094.9,0,0.0,0,0.0,0.0,27934,45.57,66078302,5.1,1094.9,33361,54.43,1230446316,94.9,70.2,-1470457954.0390203,-152321739.3078998,55768489.7331541,42655.50929205795,-7663.882734458498,-5192.751270632477,-410.8502401021077,-117.7150973061637,-141.1590799175304,13.402599220806342,4
26151,43114,2493035045,4226,9.8,8240481,0.33,1328.2,1451,3.37,3657373,0.15,1027.5,2775,6.44,4583108,0.18,1568.2,38888,90.2,2484794564,99.67,40.5,261648513.69172665,-225300710.25711417,-25768206.837055773,35996.6583565995,21318.92821130815,-1704.5411063802894,246.987738899823,-341.1582594752446,399.95743302880857,-21.553090526615932,0
26153,8485,3033804451,3482,41.04,8972509,0.3,1005.1,0,0.0,0,0.0,0.0,3482,41.04,8972509,0.3,1005.1,5003,58.96,3024831942,99.7,4.3,1025829278.11436,-236111915.06041905,-21771184.102850556,17672.638130059255,-25031.806493973247,-1723.92622326423,-202.2425529157576,-235.8181350221965,42.37428286335518,-12.613110393911452,0
26155,70648,1374422924,31809,45.02,48070796,3.5,1713.8,239,0.34,1037798,0.08,596.5,31570,44.69,47032998,3.42,1738.5,38839,54.98,1326352128,96.5,75.8,-1347813615.1714675,-170109925.44473043,31353582.131109424,57050.829437609886,10365.150712406858,10091.480185829778,-154.4099702701517,-74.30817332331935,-89.7775200691457,18.463169594782393,4
26157,55729,2080088206,8827,15.84,17147348,0.82,1333.3,0,0.0,0,0.0,0.0,8827,15.84,17147348,0.82,1333.3,46902,84.16,2062940858,99.18,58.9,-328495970.2413052,-212157771.20610842,-8652096.344687747,47285.83031018941,27915.8352062898,-1756.6403361070847,-713.674782722052,-460.98351769693886,-248.38582927641818,-3.82889106053937,0
26159,76258,1573351092,22222,29.14,55851860,3.55,1030.5,4366,5.73,12800300,0.81,883.4,17856,23.42,43051560,2.74,1074.2,54036,70.86,1517499232,96.45,92.2,-1071841161.7435032,-158575245.41319323,25827245.77720836,36807.71139862267,26644.636789568027,-5648.099375524231,-146.84900723330662,191.91812295383767,201.40086085976958,8.786252083307732,4
55113,16557,3256403571,2616,15.8,7162391,0.22,946.0,0,0.0,0,0.0,0.0,2616,15.8,7162391,0.22,946.0,13941,84.2,3249241180,99.78,11.1,1341863409.2274199,-241609714.13575727,-24708792.121994223,21195.122187345158,-12841.548965244794,-2380.9355339299427,-386.87088600253094,-167.854230108324,9.174165915948729,-17.444106084268824,0
26161,344791,1828442046,288085,83.55,350071904,19.15,2131.4,277404,80.46,334637837,18.3,2147.0,10681,3.1,15434067,0.84,1792.4,56706,16.45,1478370142,80.85,99.3,-913419215.8409183,322384816.3604582,-7190274.342735289,-50741.97179753617,30151.9329189599,1874.439559428473,808.7937273714032,-392.1581653804628,325.77808763120237,3.225714164871614,4
26163,1820584,1585280173,1807920,99.3,1418187887,89.46,3301.7,1807920,99.3,1418187887,89.46,3301.7,0,0.0,0,0.0,0.0,12664,0.7,167092286,10.54,196.3,-1992141241.755922,2034121788.9343355,-16657366.93312119,668391.8495891728,-28619.439861782517,-1817.8135209636696,-1250.6037475155267,46.685706545567946,-17.61481702973538,138.5184262920116,4
26165,32735,1463347858,11690,35.71,22635287,1.55,1337.6,0,0.0,0,0.0,0.0,11690,35.71,22635287,1.55,1337.6,21045,64.29,1440712571,98.45,37.8,-1204438103.7169347,-196475682.76559576,87681.13259892054,37246.83342505991,-7368.884597709241,419.34683310571626,-308.85809402233554,-442.1184494999916,-120.86396055288316,-1.8074720536535671,4
37001,151131,1098007863,107971,71.44,201624854,18.36,1387.0,107971,71.44,201624854,18.36,1387.0,0,0.0,0,0.0,0.0,43160,28.56,896383009,81.64,124.7,-1844111358.9804478,108671008.19343764,-25870383.039102998,-118872.34572247457,18607.02563466541,-1336.7502198545556,305.67165934145686,904.9372139445488,-368.7160606787399,31.509542141059075,4
37003,37198,673381461,10126,27.22,37154376,5.52,705.9,4738,12.74,19774232,2.94,620.6,5388,14.48,17380144,2.58,802.9,27072,72.78,636227085,94.48,110.2,-2331500046.9933214,-156643289.98581207,-4155227.1923049134,13264.697726180224,37.66157535720459,-4273.555988683226,-191.9316103372998,241.3054445737617,336.1332880966776,50.12591334752907,4
37005,11155,608801116,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,11155,100.0,608801116,100.0,47.5,-2397170060.14821,-203511174.33726344,-26227683.64202729,33681.322470498344,-12418.042388371452,-131.46370741232144,-1128.64657856081,979.557377264743,225.95429167942538,10.147487756962603,4
37007,26948,1376453053,5791,21.49,13648566,0.99,1098.9,0,0.0,0,0.0,0.0,5791,21.49,13648566,0.99,1098.9,21157,78.51,1362804487,99.01,40.2,-1321087451.4600022,-203550075.28630736,-11082892.9866506,35259.38490897718,-4656.739374499348,-1700.6376151113698,-431.8284618566979,-294.6278019006377,-52.013722493281286,-2.5713245917883483,4
