FIPStxt,POP_COU,AREA_COU,POP_URBAN,POPPCT_URBAN,AREA_URBAN,AREAPCT_URBAN,POPDEN_URBAN,POP_UA,POPPCT_UA,AREA_UA,AREAPCT_UA,POPDEN_UA,POP_UC,POPPCT_UC,AREA_UC,AREAPCT_UC,POPDEN_UC,POP_RURAL,POPPCT_RURAL,AREA_RURAL,AREAPCT_RURAL,POPDEN_RURAL,PC 1,PC 2,PC 3,PC 4,PC 5,PC 6,PC 7,PC 8,PC 9,PC 10,class
42059,38686,1491700255,12831,33.17,18199406,1.22,1826.0,0,0.0,0,0.0,0.0,12831,33.17,18199406,1.22,1826.0,25855,66.83,1473500849,98.78,45.4,-1161269883.5480945,-201176143.03212517,-5630189.476790251,43110.16461151416,1565.8569135496082,4157.353719564131,-184.81401760436793,-877.4013748870414,-263.1263182458817,2.478283405778924,4
42061,45913,2265305450,14388,31.34,14758418,0.65,2525.0,0,0.0,0,0.0,0.0,14388,31.34,14758418,0.65,2525.0,31525,68.66,2250547032,99.35,36.3,-64922665.63987051,-217572045.33002648,-12218148.266345602,45618.34718690632,10888.485739896192,7447.128832018397,98.00730463704592,-1565.690977919337,-456.20754156403535,-7.558740819165737,0
42063,88880,2141997762,35490,39.93,44518780,2.08,2064.7,0,0.0,0,0.0,0.0,35490,39.93,44518780,2.08,2064.7,53390,60.07,2097478982,97.92,65.9,-259922310.32444042,-187171527.204999,25951491.899364702,68035.84893367777,31710.345748278534,15240.117595664797,-820.3699530576199,-440.52059693450065,-563.5920150668828,8.294923251962032,0
42065,45200,1689783371,17420,38.54,30892307,1.83,1460.5,0,0.0,0,0.0,0.0,17420,38.54,30892307,1.83,1460.5,27780,61.46,1658891064,98.17,43.4,-889957184.7624532,-192462440.87205634,9931400.547183068,42346.200184094785,-890.3168929268734,2280.874870586439,-384.39840029804986,-438.8793450418603,-203.56585888186055,-0.30683141990898133,4
42067,24636,1013592984,4372,17.75,11284395,1.11,1003.5,0,0.0,0,0.0,0.0,4372,17.75,11284395,1.11,1003.5,20264,82.25,1002308589,98.89,52.4,-1832572328.9174821,-199643698.13039437,-13047865.675125519,36137.22631759652,-4931.3033196731785,-1879.902450032366,-486.52229657028465,-208.8909263021037,-21.705846603204293,7.790694325778502,4
42069,214437,1189006298,179472,83.69,196391813,16.52,2366.9,176661,82.38,189320382,15.92,2416.8,2811,1.31,7071431,0.59,1029.6,34965,16.31,992614485,83.48,91.2,-1711865004.2969697,94296223.42874525,-17252683.865496453,16652.186220200416,9966.097847097088,-1985.8412165517705,1655.9848784266835,104.95562552201194,63.514325038176665,5.672578466357315,4
42071,519445,2444457103,409026,78.74,664863964,27.2,1593.4,401726,77.34,646056769,26.43,1610.5,7300,1.41,18807195,0.77,1005.3,110419,21.26,1779593139,72.8,160.7,-258924429.62631747,810141023.7995094,-1952381.4266314164,-362338.5802450777,78497.33644454206,-6183.293554458587,-457.4132038543907,-181.32195799370143,-340.1053739035589,-14.442563627379826,0
42073,91108,927669548,54375,59.68,87648267,9.45,1606.8,434,0.48,2355460,0.25,477.2,53941,59.21,85292807,9.19,1638.0,36733,40.32,840021281,90.55,113.3,-2006998949.2354822,-124043480.91842715,81261260.19950955,63693.17795275045,-3963.508486227828,16110.048362507396,-400.4146441734517,451.8505517085793,-179.40940165230504,58.612682540206414,4
42075,133568,937142582,98098,73.44,144920991,15.46,1753.2,98098,73.44,144920991,15.46,1753.2,0,0.0,0,0.0,0.0,35470,26.56,792221591,84.54,116.0,-2032575904.2909794,21269611.975052018,-25904203.06364314,-39667.941243563786,12727.67307983358,-1173.974785557696,839.046287393494,953.9715519878918,-381.1915444624923,27.862626549179573,4
42077,349497,893975782,321797,92.07,415051083,46.43,2008.1,321797,92.07,415051083,46.43,2008.1,0,0.0,0,0.0,0.0,27700,7.93,478924699,53.57,149.8,-2279488094.706116,451371006.7320511,-23424913.367355354,-130815.08019218623,-7306.980322929136,-115.56635902192956,969.0510653008067,754.6470805055749,-417.2174466427729,62.78517905247922,4
42079,320918,2305950580,256783,80.02,328476052,14.24,2024.7,256783,80.02,328476052,14.24,2024.7,0,0.0,0,0.0,0.0,64135,19.98,1977474528,85.76,84.0,-223231857.96192664,289809380.320782,-28223584.910163052,-78993.01163578617,43139.280253794204,-3128.1114650512327,520.3102505441873,847.6873182179604,-605.7486378864173,-36.1624988819726,0
42081,116111,3182044798,73990,63.72,100348116,3.15,1909.7,56142,48.35,68629691,2.16,2118.7,17848,15.37,31718425,1.0,1457.4,42121,36.28,3081696682,96.85,35.4,1172468031.2034616,-107903785.62277083,7306010.4980153935,19141.382583654147,14300.827864037412,976.5666247578373,1287.387879302643,203.37697442633353,359.8422897491916,-38.76876616363286,0
42083,43450,2536109386,15843,36.46,17170898,0.68,2389.7,0,0.0,0,0.0,0.0,15843,36.46,17170898,0.68,2389.7,27607,63.54,2518938488,99.32,28.4,316351325.9181806,-219870914.00912175,-9928154.516088326,42649.043125805016,4906.497489126615,7949.630490674651,63.432455927115285,-1376.7094948735626,-416.6526621635988,-9.394865101905568,0
42085,116638,1741960803,64747,55.51,105139304,6.04,1595.0,39043,33.47,61530381,3.53,1643.4,25704,22.04,43608923,2.5,1526.6,51891,44.49,1636821499,93.96,82.1,-867324941.8828151,-83449226.1000416,26477568.2405062,17988.85681570634,24123.24187943248,4038.517682987437,527.6615905220921,279.2746604117964,321.4368429548872,0.21903315997749379,4
42087,46682,1064565502,23123,49.53,40023981,3.76,1496.3,0,0.0,0,0.0,0.0,23123,49.53,40023981,3.76,1496.3,23559,50.47,1024541521,96.24,59.6,-1780413202.5918288,-173170518.21787533,23325556.019516245,45484.86252942783,-8757.763845161338,4634.9459303226295,-345.7272156918344,-356.3140084111565,-205.13212078896552,18.642898969668607,4
42089,169842,1575452175,104701,61.65,273113888,17.34,992.9,55261,32.54,137808279,8.75,1038.6,49440,29.11,135305609,8.59,946.4,65141,38.35,1302338287,82.66,129.5,-1218833021.1426225,127842365.29877916,144138640.05371618,-96411.19431579557,-2268.63204135866,-19836.618456313066,541.8622496840843,176.8676823828801,127.92980734314875,9.025946163787125,4
42091,799874,1251067046,776408,97.07,969655983,77.51,2073.8,776408,97.07,969655983,77.51,2073.8,0,0.0,0,0.0,0.0,23466,2.93,281411063,22.49,216.0,-2156131651.4873314,1326852713.8186522,-19611141.44888962,-322026.4817003596,-33607.96391958219,1181.4465141735884,441.41075684194567,338.1289031764121,-440.09876634621867,107.98504042217864,4
42093,18267,337326235,8445,46.23,11034755,3.27,1982.1,8445,46.23,11034755,3.27,1982.1,0,0.0,0,0.0,0.0,9822,53.77,326291480,96.73,78.0,-2788657845.982514,-181366480.68087152,-25353989.041328352,29602.713550439898,-14432.977809335847,175.2694800926283,1630.1472767863918,1039.991780237215,-277.3268401116477,3.3369023132909743,4
42095,297735,957444154,259719,87.23,359818983,37.58,1869.5,259657,87.21,359772591,37.58,1869.3,62,0.02,46392,0.0,3461.4,38016,12.77,597625171,62.42,164.8,-2151733339.7392297,362473863.9675095,-24029768.59509077,-136040.01095492285,7303.033169107799,-559.7878705581691,1160.6663601409666,-2116.2835193069923,1359.0874159685184,102.67226423011361,4
42097,94528,1187166553,61575,65.14,64267744,5.41,2481.5,1629,1.72,3290535,0.28,1282.2,59946,63.42,60977209,5.14,2546.2,32953,34.86,1122898809,94.59,76.0,-1623830351.5266128,-150088659.4635899,49628418.15658025,79262.74041525324,5446.8351838977505,37867.97350486569,136.47942067070565,483.5651218571481,-65.17304699176631,33.60454662650748,4
42099,45969,1428236088,5287,11.5,6711195,0.47,2040.4,2630,5.72,4658457,0.33,1462.2,2657,5.78,2052738,0.14,3352.4,40682,88.5,1421524893,99.53,74.1,-1243028025.2027078,-208054137.16773808,-25925383.962562542,43773.86543136289,25451.09795258192,117.46524512022538,1115.2929685201898,-1882.2882153762093,1013.3769870330696,10.102840668770762,4
42101,1526006,347321129,1526006,100.0,347316376,100.0,11379.6,1526006,100.0,347316376,100.0,11379.6,0,0.0,0,0.0,0.0,0,0.0,4753,0.0,0.0,-3005910757.3966384,352982731.31943446,-22451018.351089843,2060837.7859474646,27566.56143319065,-6592.024507202136,8778.203905523305,1127.5280066805876,-1344.01001341199,-67.1128050146617,4
42103,57369,1411441365,16774,29.24,47518045,3.37,914.3,0,0.0,0,0.0,0.0,16774,29.24,47518045,3.37,914.3,40595,70.76,1363923320,96.63,77.1,-1295087647.8072069,-171926071.40099946,31854862.81623254,41975.32169703733,7301.4707576721285,-8819.698347951207,-591.0300953077751,-129.06064049552975,-106.26229920040893,11.70032555107183,4
42105,17457,2800614301,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,17457,100.0,2800614301,100.0,16.1,702292526.1397843,-240691152.49057636,-32504726.74024763,25826.367998755617,-5288.299654943991,-1538.8282521635815,-1175.8292633447666,976.7836781597274,179.15227482513052,-15.872294767520184,0
42107,148289,2016651953,94221,63.54,135984547,6.74,1794.6,3746,2.53,3026003,0.15,3206.2,90475,61.01,132958544,6.59,1762.4,54068,36.46,1880667406,93.26,74.5,-500561298.1954883,-96109300.67374814,138717281.81534028,91220.33580477674,6736.521150830007,32482.99121038899,1133.3075312018784,2397.527497774687,753.3004558820888,-11.18124165390661,0
42109,39702,851343254,13173,33.18,29093880,3.42,1172.7,0,0.0,0,0.0,0.0,13173,33.18,29093880,3.42,1172.7,26529,66.82,822249374,96.58,83.6,-2074356212.2555628,-179950598.14550173,10047312.53398358,41949.91335436255,-2666.9604753839176,-1518.0991185844484,-449.4229165955491,-282.8742306415026,-105.92660238323714,33.05778380043399,4
42111,77742,2782615877,22699,29.2,38542870,1.39,1525.3,7520,9.67,14332215,0.52,1358.9,15179,19.52,24210655,0.87,1623.8,55043,70.8,2744073007,98.61,52.0,650196938.4713118,-194575115.60635623,-1563701.3994641905,39830.18465214022,36071.760298708345,1345.7134219823556,288.865007528687,-40.94066407256263,307.73362691393356,-24.167823606896395,0
42113,6428,1165338335,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,6428,100.0,1165338335,100.0,14.3,-1610165811.8742743,-212951783.1399229,-27821528.875288196,28292.073210312123,-18877.90210674259,-122.18008852309987,-1038.8814230803343,972.7979065802213,246.48315360589544,-15.11091249791209,4
42115,43356,2132685970,6924,15.97,9687605,0.45,1851.1,4339,10.01,5631900,0.26,1995.4,2585,5.96,4055705,0.19,1650.8,36432,84.03,2122998365,99.55,44.4,-248917368.33947983,-216551253.7018247,-25389171.526731607,38093.454216418395,18502.619848138478,-1299.6381385646284,1355.3126869890473,-218.9160703367562,529.3623105227699,-31.76239970083026,0
42117,41981,2936496911,4152,9.89,5334117,0.18,2016.0,0,0.0,0,0.0,0.0,4152,9.89,5334117,0.18,2016.0,37829,90.11,2931162794,99.82,33.4,890747860.6305963,-237922181.89629892,-26115807.21948307,38291.06407296152,20021.63305645008,-562.8066295902347,-124.17349609393261,-1314.334516013106,-336.8373452657726,-19.041321211190322,0
42119,44947,818389897,25703,57.19,42256972,5.16,1575.4,0,0.0,0,0.0,0.0,25703,57.19,42256972,5.16,1575.4,19244,42.81,776132925,94.84,64.2,-2130080176.52519,-166870535.927492,26868029.831948105,46331.66228051761,-14512.102424580004,6927.630648506361,-285.7502256100261,-359.8595882335403,-211.73061947231102,28.21305133233483,4
42121,54984,1746387330,24877,45.24,39909939,2.29,1614.4,0,0.0,0,0.0,0.0,24877,45.24,39909939,2.29,1614.4,30107,54.76,1706477391,97.71,45.7,-816163819.363822,-184844814.26570463,21228002.79622381,47573.045476658954,126.34154948566555,6191.9588456062365,-427.39335149012305,-398.5861462206395,-280.71812913319945,2.668553846483683,4
42123,41815,2289898600,18799,44.96,29178416,1.27,1668.7,0,0.0,0,0.0,0.0,18799,44.96,29178416,1.27,1668.7,23016,55.04,2260720184,98.73,26.4,-40140856.95443517,-204272562.3654166,6034912.767092061,39116.29142007909,-6065.347334404582,4999.413209640254,-240.93326612566946,-588.7553119194339,-240.31640703781858,-7.850794584205996,0
42125,207820,2219591093,143760,69.18,261985591,11.8,1421.2,138817,66.8,253564108,11.42,1417.9,4943,2.38,8421483,0.38,1520.2,64060,30.82,1957605502,88.2,84.8,-299646143.5723629,180213120.82182783,-17928309.509486597,-149572.46870912358,40236.32440779246,-1547.632770037558,183.7160054760935,-301.022817479374,271.19319951688607,-13.024596199498383,0
42127,52822,1879304853,6289,11.91,11504824,0.61,1415.8,440,0.83,524002,0.03,2174.8,5849,11.07,10980822,0.58,1379.6,46533,88.09,1867800029,99.39,64.5,-608511571.5835433,-213784720.1106415,-15908317.549323946,47480.93258399475,29645.443176228586,-1749.602201475422,1058.1094968921486,291.55372950978153,726.4598918285697,-21.909977844954533,4
42129,365169,2661353634,272549,74.64,477139797,17.93,1479.4,268670,73.57,467889116,17.58,1487.2,3879,1.06,9250681,0.35,1086.0,92620,25.36,2184213837,82.07,109.8,177007850.9199922,514175648.303687,-16270731.351908674,-289779.18976228574,66114.67998438019,-4454.392347179233,-223.70857081983797,-137.70648095646195,-161.5064531908663,-33.63740925357054,0
42131,28276,1029063118,4678,16.54,10980353,1.07,1103.4,1252,4.43,2125644,0.21,1525.5,3426,12.12,8854709,0.86,1002.1,23598,83.46,1018082765,98.93,60.0,-1810474277.8855147,-198838606.84373143,-16161034.704547578,36354.86677061957,239.0480814622629,-1825.9925999393765,717.0240688713444,358.07314094153776,590.4439319995288,-4.365204994014386,4
42133,434972,2341819225,327445,75.28,527021613,22.5,1609.2,306069,70.37,489879408,20.92,1618.2,21376,4.91,37142205,1.59,1490.6,107527,24.72,1814797612,77.5,153.5,-309313278.3557914,581080481.4084185,20277891.276016038,-247218.84090838965,77879.57644088154,397.21983215919425,-483.2827079378219,-81.89601603179709,-99.17634389137693,-1.2687398052469792,0
55001,20875,1672214172,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,20875,100.0,1672214172,100.0,32.3,-893388166.8936806,-221549967.40993863,-29273146.909027997,33444.91488143858,-250.47466713422563,-1200.3239191431026,-1258.8609623332716,984.4233941128842,169.23350629578223,-7.562638682425479,4
55003,16157,2706628242,7293,45.14,11230636,0.41,1681.9,0,0.0,0,0.0,0.0,7293,45.14,11230636,0.41,1681.9,8864,54.86,2695397606,99.59,8.5,561601203.620133,-228413993.09009066,-17964793.70806564,24725.181317963776,-19636.165799742037,1695.086109334863,97.37726116486179,-885.5687011317542,-131.673668171179,-12.401943916226779,0
55005,45870,2234411472,15629,34.07,28879426,1.29,1401.7,0,0.0,0,0.0,0.0,15629,34.07,28879426,1.29,1401.7,30241,65.93,2205532046,98.71,35.5,-118398447.41662611,-203615733.7398032,5813894.3678335175,39776.4180893713,2452.5555445318714,810.8262266476235,-421.1278340215381,-424.61742016639954,-199.39576739927057,-8.935608828547135,0
55007,15014,3827647135,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,15014,100.0,3827647135,100.0,10.2,2154628822.649872,-258112831.69285244,-35446004.70549473,19250.594606559636,-9000.482586047234,-1885.6339310925866,-1110.9543527646142,970.5077726862918,184.73112445530685,-15.705134126696947,0
55009,248007,1371938244,212060,85.51,279174939,20.35,1967.3,206388,83.22,271710616,19.8,1967.3,5672,2.29,7464323,0.54,1968.1,35947,14.49,1092763305,79.65,85.2,-1510142271.4718485,222525262.4601198,-16558813.69488231,-73909.62504127884,6847.880927844283,1670.1140874574814,1115.617850430718,-635.8628250407938,561.5498435104903,13.154703589320262,4
55011,13587,1739526593,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,13587,100.0,1739526593,100.0,20.2,-798201071.6918336,-222691800.6842215,-29465921.724451173,29189.580917345207,-9810.572290776045,-810.0325664496927,-1139.870446728088,977.2940480255014,206.04030185711184,-12.993048134295915,4
55013,15457,2128575375,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,15457,100.0,2128575375,100.0,18.8,-248043716.8953473,-229291279.24438187,-30580102.278572816,28198.465460607684,-7562.899343336998,-1103.382148352768,-1160.320043256289,977.528094323686,193.8785425833731,-14.298986367898308,0
55015,48971,824227417,35487,72.47,50827533,6.17,1808.3,25449,51.97,36222540,4.39,1819.7,10038,20.5,14604993,1.77,1780.1,13484,27.53,773399884,93.83,45.2,-2127581430.1304867,-135697463.47798556,-7970183.504464393,18836.475105121568,-14962.3504808846,3917.498226032345,1442.4667629102648,-227.47644221895138,636.3026162066947,-0.8567260875647023,4
55017,62415,2611672690,33615,53.86,90017262,3.45,967.2,26826,42.98,80407243,3.08,864.1,6789,10.88,9610019,0.37,1829.7,28800,46.14,2521655428,96.55,29.6,373120905.52983534,-100538354.83221659,-19050947.39623117,-58686.987395699405,2028.0077798451614,1332.4666615345718,116.08854694928962,-446.4541712357342,709.3637902921159,-12.425143783069956,0
55019,34690,3133407354,2869,8.27,3283508,0.1,2263.0,0,0.0,0,0.0,0.0,2869,8.27,3283508,0.1,2263.0,31821,91.73,3130123846,99.9,26.3,1170622106.5481498,-243212992.4069835,-29285441.616866786,33562.29075522162,12669.881588643737,-700.3261790026771,162.1184999736443,-1646.895298146898,-350.9786390629859,-21.52105885790641,0
55021,56833,1982711486,22352,39.33,31024814,1.56,1866.0,0,0.0,0,0.0,0.0,22352,39.33,31024814,1.56,1866.0,34481,60.67,1951686672,98.44,45.8,-475816773.42594814,-197305359.8543957,9260874.646793563,50045.141548507076,9373.887713139802,7852.075309804094,-402.7717530143665,-659.5797070435433,-358.91140582457393,0.35665107672468643,0
55025,488073,3100835926,427894,87.67,426652552,13.76,2597.5,401661,82.3,391086803,12.61,2660.0,26233,5.37,35565749,1.15,1910.4,60179,12.33,2674183374,86.24,58.3,833088451.3938329,409676060.5927594,15239306.960016359,68833.07106024293,31338.077521267496,8389.236827469413,843.3850246114964,-59.11380281205878,274.8550531339861,-36.596066993847494,0
55027,88759,2267857853,45585,51.36,47945801,2.11,2462.5,0,0.0,0,0.0,0.0,45585,51.36,47945801,2.11,2462.5,43174,48.64,2219912052,97.89,50.4,-84317958.05939725,-186046633.06033966,29945762.10721387,71876.4759702316,20065.505587195858,26394.06819302357,-721.6433995311801,-454.44482294313195,-662.9378603692504,9.53146410289615,0
55029,27785,1248316135,8617,31.01,14272691,1.14,1563.7,0,0.0,0,0.0,0.0,8617,31.01,14272691,1.14,1563.7,19168,68.99,1234043444,98.86,40.2,-1502719638.6906447,-200782788.33336064,-9922851.05612263,37799.87258485853,-6521.033123763279,1668.281789524797,-178.052289455739,-716.2108746198002,-153.13084354735014,0.9453183184851908,4
55031,44159,3377697851,27045,61.24,37259192,1.1,1880.0,27045,61.24,37259192,1.1,1880.0,0,0.0,0,0.0,0.0,17114,38.76,3340438659,98.9,13.3,1492714423.767196,-191257171.89926568,-33832491.41847431,4067.1290714594043,-7569.803385004136,-1619.3607987474225,1427.0972914682598,1011.6455852777975,-312.72570192289254,-48.9497814247534,0
55033,43857,2201762202,17844,40.69,30150280,1.37,1532.8,0,0.0,0,0.0,0.0,17844,40.69,30150280,1.37,1532.8,26013,59.31,2171611922,98.63,31.0,-165448995.9158085,-201853032.5061383,7522271.156927173,39614.83354055424,-2932.342402024464,3103.912755735331,-326.1828895306863,-492.3077105991985,-217.74543721651798,-7.869075029124903,0
55035,98736,1652369085,76026,77.0,98299173,5.95,2003.1,76026,77.0,98299173,5.95,2003.1,0,0.0,0,0.0,0.0,22710,23.0,1554069912,94.05,37.8,-989088437.8715304,-64967761.71599178,-28359091.605071478,-6502.536900979092,-1704.3434334024998,-977.4094814939027,1394.1367210674478,982.5056365025713,-365.46331221203263,-37.66571878837615,4
55037,4423,1264419915,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,4423,100.0,1264419915,100.0,9.1,-1470053665.3428557,-214632516.85213313,-28105284.989742592,26708.386707509755,-21548.688224491452,-53.11438846357242,-1004.1538664027214,970.5142001628394,256.07451301672637,-18.051596675786694,4
55039,101633,1863633125,65930,64.87,87336756,4.69,1955.2,54569,53.69,73896079,3.97,1912.6,11361,11.18,13440677,0.72,2189.2,35703,35.13,1776296369,95.31,52.1,-682863669.162217,-94554813.17432095,-12097853.311924113,11746.545940073023,13118.653151940403,4577.244362160789,1197.9287713134086,-506.0665317471108,649.4655905746299,-10.001720423277856,4
55041,9304,2626421270,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,9304,100.0,2626421270,100.0,9.2,455964606.29138637,-237736301.22872916,-32005864.119064335,22344.994410817904,-15856.994411195066,-983.5816280016306,-1048.879376395621,969.8116620509818,221.97934732258375,-16.682753088375563,0
55043,51208,2970324643,18185,35.51,20123204,0.68,2340.5,0,0.0,0,0.0,0.0,18185,35.51,20123204,0.68,2340.5,33023,64.49,2950201439,99.32,29.0,928332531.054657,-224428244.753016,-7420188.707401039,44612.03125737123,11077.011470271405,8631.928171282992,-82.00284899463978,-1246.1542562694424,-448.1878628057747,-11.091475807135161,0
55045,36842,1512440867,14657,39.78,16295007,1.08,2329.6,0,0.0,0,0.0,0.0,14657,39.78,16295007,1.08,2329.6,22185,60.22,1496145860,98.92,38.4,-1130620316.9623992,-203339480.0452586,-8109508.141510536,44042.468905923364,-1630.554190824256,7776.345473369612,113.64062357669263,-1351.9583588770884,-363.3429826614613,0.9228432403857417,4
55047,19051,905037501,4891,25.67,6026714,0.67,2101.9,0,0.0,0,0.0,0.0,4891,25.67,6026714,0.67,2101.9,14160,74.33,899010787,99.33,40.8,-1982437112.5162706,-202803498.65063262,-19417915.139838055,36525.03924300732,-9984.036171470081,2299.883069150722,252.2299584414687,-1406.0155822340403,-223.5336815394838,2.137883249155886,4
55049,23687,1975072643,4756,20.08,7905999,0.4,1558.1,0,0.0,0,0.0,0.0,4756,20.08,7905999,0.4,1558.1,18931,79.92,1967166644,99.6,24.9,-470593542.05881447,-219167003.94207788,-20094336.498210862,32546.81994660235,-5298.883650384212,217.87574495092557,-137.79466848433387,-794.9737644792624,-142.3845017495254,-12.928505751000873,0
55051,5916,1963660997,1905,32.2,4371444,0.22,1128.7,0,0.0,0,0.0,0.0,1905,32.2,4371444,0.22,1128.7,4011,67.8,1959289553,99.78,5.3,-484280787.0552299,-222335596.73522365,-24553018.284969512,23009.00113294159,-23991.564064379327,-444.8044590658568,-160.2262629571632,-375.76992671015773,30.211955944797623,-16.159893348078423,0
55053,20449,2558182292,5677,27.76,13913949,0.54,1056.7,0,0.0,0,0.0,0.0,5677,27.76,13913949,0.54,1056.7,14772,72.24,2544268343,99.46,15.0,349822455.0376342,-223343451.50212488,-14129978.30891696,25517.88495155621,-13774.974911676069,-2191.5948829136855,-318.8411990295633,-265.8818233968998,-17.493101281260508,-15.682189286080423,0
55055,83686,1441259924,55190,65.95,72629628,5.04,1968.1,2172,2.6,5198182,0.36,1082.2,53018,63.35,67431446,4.68,2036.4,28496,34.05,1368630296,94.96,53.9,-1270301168.0693314,-145227272.27997613,57118764.47742697,62116.93100425221,-6339.6839543998885,25598.915824929598,129.6961822367677,513.781909582169,40.74913507140358,12.205679894105582,4
55057,26664,1986327042,4401,16.51,6597997,0.33,1727.6,0,0.0,0,0.0,0.0,4401,16.51,6597997,0.33,1727.6,22263,83.49,1979729045,99.67,29.1,-453771921.4849825,-220602115.78104877,-21788645.19302165,34493.109894367626,-404.75502694480446,347.7896001169314,-84.60787585895513,-989.378342772894,-193.3207628187098,-12.539619627363463,0
55059,166426,704452046,148580,89.28,177440516,25.19,2168.7,148580,89.28,177440516,25.19,2168.7,0,0.0,0,0.0,0.0,17846,10.72,527011530,74.81,87.7,-2384001524.009952,76906271.45183259,-24954245.454312157,-17654.12134012299,-10102.626438499108,-116.90456716051123,1545.8967893192298,928.9756155790789,-372.93685639322655,14.621725695802686,4
55061,20574,887118289,5692,27.67,8143201,0.92,1810.4,0,0.0,0,0.0,0.0,5692,27.67,8143201,0.92,1810.4,14882,72.33,878975088,99.08,43.9,-2009243926.2898345,-200486276.58238006,-16677176.438917285,36914.69561785167,-9833.80306806722,2016.4743206535643,45.77335163660882,-1052.7141129348142,-170.78346937959898,5.502439944154846,4
55063,114638,1169862598,95347,83.17,124293194,10.62,1986.8,95347,83.17,124293194,10.62,1986.8,0,0.0,0,0.0,0.0,19291,16.83,1045569404,89.38,47.8,-1689290990.9744334,-15465710.70640503,-26750579.293475352,-18071.93659042315,-7002.094727398606,-479.8636785876838,1391.4227743203644,961.3358751224167,-344.00233061140034,-25.08918972340237,4
55065,16836,1640985371,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,16836,100.0,1640985371,100.0,26.6,-937549093.1395051,-221020232.30205935,-29183712.86020717,31437.94585881144,-5514.037740965751,-951.4374331085137,-1194.61531648011,980.7429101740557,190.0890841738073,-9.887594496970756,4
55067,19977,2254946857,8158,40.84,10833996,0.48,1950.3,0,0.0,0,0.0,0.0,8158,40.84,10833996,0.48,1950.3,11819,59.16,2244112861,99.52,13.6,-76850532.9972864,-221129359.8683137,-17175251.52627321,29809.895827634336,-15039.419538416929,3065.7003287574416,183.88321132675165,-1149.9519333641979,-204.15074055604603,-12.538164954562934,0
55069,28743,2276530049,13208,45.95,26316499,1.16,1299.9,0,0.0,0,0.0,0.0,13208,45.95,26316499,1.16,1299.9,15535,54.05,2250213550,98.84,17.9,-57061634.696030304,-206768128.61528683,2436557.509177266,30110.33214241162,-16329.046591136024,105.38550603875997,-209.3757567370541,-395.9289429086669,-92.67310411759271,-11.586678023740685,0
55071,81442,1525716187,49792,61.14,68609208,4.5,1879.6,0,0.0,0,0.0,0.0,49792,61.14,68609208,4.5,1879.6,31650,38.86,1457106979,95.5,56.3,-1148110471.550776,-153802055.0368001,58328143.66759144,64475.53722683734,-3689.7815509841685,20627.794852759263,-689.8133587468914,59.888720121821,-459.5430631433151,19.042608433926112,4
55073,134063,4001488029,76429,57.01,125140796,3.13,1581.8,74632,55.67,121387810,3.03,1592.4,1797,1.34,3752986,0.09,1240.1,57634,42.99,3876347233,96.87,38.5,2314333446.477711,-64547056.66368419,-30116350.208381932,-42500.57543345424,39515.77352268472,-3830.461490789236,527.3902506673303,-45.008058160703534,175.90043852898324,-43.95104886272896,0
55075,41749,3624293202,15936,38.17,26428026,0.73,1561.8,0,0.0,0,0.0,0.0,15936,38.17,26428026,0.73,1561.8,25813,61.83,3597865176,99.27,18.6,1848744960.7878664,-229524294.36715156,-1281526.4040635305,31797.86147254186,-2680.3073130338257,2222.76801568567,-268.57566913631655,-562.4153178224913,-227.1128837147086,-14.54357695105987,0
55077,15404,1180003730,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,15404,100.0,1180003730,100.0,33.8,-1589427345.823554,-213200547.98601747,-27863526.633017242,33032.82234999723,-7152.85295616719,-649.2666112157357,-1182.9710723087705,981.2306113374011,200.47389975694438,-3.7778088151512335,4
55079,947735,625228895,945915,99.81,580833398,92.9,4217.9,945915,99.81,580833398,92.9,4217.9,0,0.0,0,0.0,0.0,1820,0.19,44395497,7.1,106.2,-2773596039.4877524,719440093.7425084,-21209933.190043,645963.4362164483,-20709.381483278183,-1350.6219641730233,2022.639218007032,693.2908665044837,-341.63519620419066,73.53229889504908,4
55081,44673,2332998070,18909,42.33,27079632,1.16,1808.5,0,0.0,0,0.0,0.0,18909,42.33,27079632,1.16,1808.5,25764,57.67,2305918438,98.84,28.9,22261313.160106808,-207000077.07284585,3244557.4487275416,41497.48487634395,-1386.3769158585415,6184.372992076146,-235.86871289117656,-707.5434301454421,-288.89150768198175,-7.417125123603201,0
